Species,Sample,Diet,Search,Peak,Class,RT,Area
BSIM,BSIM2,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7546,129726
TAME,TAME3,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7483,125811
SOBO,SOBO1,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7705,120655
SOBO,SOBO3,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7772,102732
AHER,AHER1,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7783,96343
TAME,TAME2,Dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7508,81358
GSEP,GSEP5,Non-dietary,Search1,P265-RT-22.73,Unidentified compounds,22.7497,48506
BSIM,BSIM1,Dietary,Search2,P265-RT-22.73,Unidentified compounds,22.76,8290
AHER,AHER2,Non-dietary,Search2,P265-RT-22.73,Unidentified compounds,22.7753,4416
GSEP,GSEP3,Non-dietary,Search2,P265-RT-22.73,Unidentified compounds,22.6251,3986
AHER,AHER3,Non-dietary,Search2,P265-RT-22.73,Unidentified compounds,22.7574,553
BSIM,BSIM3,Dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6556,1343097
BSIM,BSIM2,Dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6522,990273
SOBO,SOBO5,Non-dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6777,333641
TAME,TAME5,Dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6504,237983
TAME,TAME2,Dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6518,190352
GSEP,GSEP5,Non-dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6434,120852
TAME,TAME4,Dietary,Search1,P271-RT-23.65,Nitrogen-containing compounds,23.6516,44759
BSIM,BSIM4,Dietary,Search2,P271-RT-23.65,Nitrogen-containing compounds,23.6279,33662
SMOM,SMOM3,Dietary,Search2,P271-RT-23.65,Nitrogen-containing compounds,23.6373,3051
SMOM,SMOM5,Dietary,Search2,P271-RT-23.65,Nitrogen-containing compounds,23.6184,1564
SOBO,SOBO2,Non-dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7383,1489606
BSIM,BSIM3,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7211,742490
SMOM,SMOM5,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.693,344092
CVIT,CVIT2,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7293,152173
TAME,TAME4,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7262,105871
CVIT,CVIT4,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7091,99019
CVIT,CVIT1,Dietary,Search1,P272-RT-23.72,Unidentified compounds,23.7284,46023
TAME,TAME3,Dietary,Search2,P272-RT-23.72,Unidentified compounds,23.7239,39287
BSIM,BSIM4,Dietary,Search2,P272-RT-23.72,Unidentified compounds,23.7079,15670
TAME,TAME2,Dietary,Search2,P272-RT-23.72,Unidentified compounds,23.7283,9594
SMOM,SMOM1,Dietary,Search2,P272-RT-23.72,Unidentified compounds,23.7236,1733
AHER,AHER4,Non-dietary,Search2,P272-RT-23.72,Unidentified compounds,23.738,686
AHER,AHER3,Non-dietary,Search2,P272-RT-23.72,Unidentified compounds,23.746,318
SOBO,SOBO5,Non-dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3562,876925
SOBO,SOBO2,Non-dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3585,727311
BSIM,BSIM3,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3303,720939
BSIM,BSIM2,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3297,676489
TAME,TAME4,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3194,525024
TAME,TAME5,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3226,364301
TAME,TAME3,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3258,270881
TAME,TAME1,Dietary,Search1,P274-RT-24.33,Nitrogen-containing compounds,24.3301,106752
AHER,AHER2,Non-dietary,Search2,P274-RT-24.33,Nitrogen-containing compounds,24.3629,28951
CVIT,CVIT3,Dietary,Search2,P274-RT-24.33,Nitrogen-containing compounds,24.3215,14883
CVIT,CVIT5,Dietary,Search2,P274-RT-24.33,Nitrogen-containing compounds,24.2919,6524
CVIT,CVIT4,Dietary,Search1,P280-RT-25.70,Aliphatics,25.653,632659
CVIT,CVIT1,Dietary,Search1,P280-RT-25.70,Aliphatics,25.668,610801
SOBO,SOBO2,Non-dietary,Search1,P280-RT-25.70,Aliphatics,25.9678,543580
GSEP,GSEP4,Non-dietary,Search1,P280-RT-25.70,Aliphatics,25.9651,383278
CVIT,CVIT5,Dietary,Search1,P280-RT-25.70,Aliphatics,25.554,223521
BSIM,BSIM1,Dietary,Search1,P280-RT-25.70,Aliphatics,25.539,184458
TAME,TAME5,Dietary,Search1,P280-RT-25.70,Aliphatics,25.603,153922
CVIT,CVIT3,Dietary,Search1,P280-RT-25.70,Aliphatics,25.5831,97632
CVIT,CVIT2,Dietary,Search2,P280-RT-25.70,Aliphatics,25.616,19087
SOBO,SOBO5,Non-dietary,Search1,P280-RT-25.70,Aliphatics,25.8619,12642
AHER,AHER1,Non-dietary,Search2,P280-RT-25.70,Aliphatics,25.7325,11136
TAME,TAME3,Dietary,Search2,P280-RT-25.70,Aliphatics,25.7401,4784
TAME,TAME4,Dietary,Search2,P280-RT-25.70,Aliphatics,25.7588,3311
AHER,AHER1,Non-dietary,Search1,P289-RT-32.84,Aliphatics,32.8347,6899937
TAME,TAME5,Dietary,Search1,P289-RT-32.84,Aliphatics,32.6021,6057218
CVIT,CVIT1,Dietary,Search1,P289-RT-32.84,Aliphatics,32.6835,5496735
TAME,TAME3,Dietary,Search1,P289-RT-32.84,Aliphatics,32.5967,2897244
CVIT,CVIT4,Dietary,Search1,P289-RT-32.84,Aliphatics,32.6806,2682880
CVIT,CVIT3,Dietary,Search1,P289-RT-32.84,Aliphatics,32.5798,1570568
CVIT,CVIT5,Dietary,Search1,P289-RT-32.84,Aliphatics,32.5541,1409804
CVIT,CVIT2,Dietary,Search1,P289-RT-32.84,Aliphatics,32.5578,748921
TAME,TAME4,Dietary,Search1,P289-RT-32.84,Aliphatics,32.5884,559281
